id,value
javascript,
javascript.Infinity
javascript.NaN,
javascript.undefined,
javascript.null,
javascript.eval,
javascript.isFinite,
javascript.isNaN,
javascript.parseFloat,
javascript.parseInt,
javascript.decodeURI,
javascript.decodeURIComponent,
javascript.encodeURI,
javascript.encodeURIComponent,
javascript.Object,
javascript.Object.继承,
javascript.Object.继承.Function
javascript.Object.属性,
javascript.Object.属性.prototype,
javascript.Object.属性.__proto__,
javascript.Object.属性.constructor,
javascript.Object.静态方法,
javascript.Object.静态方法.assign,
javascript.Object.静态方法.create,
javascript.Object.静态方法.defineProperty,
javascript.Object.静态方法.defineProperties,
javascript.Object.静态方法.entries,
javascript.Object.静态方法.freeze,
javascript.Object.静态方法.getOwnPropertyDescriptor,
javascript.Object.静态方法.getOwnPropertyDescriptors,
javascript.Object.静态方法.getOwnPropertyNames,
javascript.Object.静态方法.getOwnPropertySymbols,
javascript.Object.静态方法.getPrototypeOf,
javascript.Object.静态方法.is,
javascript.Object.静态方法.isExtensible,
javascript.Object.静态方法.isFrozen,
javascript.Object.静态方法.isSealed,
javascript.Object.静态方法.keys,
javascript.Object.静态方法.preventExtensions,
javascript.Object.静态方法.seal,
javascript.Object.静态方法.setPrototypeOf,
javascript.Object.静态方法.values,
javascript.Object.实例方法,
javascript.Object.实例方法.hasOwnProperty,
javascript.Object.实例方法.isPrototypeOf,
javascript.Object.实例方法.propertyIsEnumerable,
javascript.Object.实例方法.toLocaleString,
javascript.Object.实例方法.toString,
javascript.Object.实例方法.valueOf,
javascript.Function,
javascript.Function.继承,
javascript.Function.继承.Object,
javascript.Function.属性,
javascript.Function.属性.arguments,
javascript.Function.属性.caller,
javascript.Function.属性.length,
javascript.Function.属性.name,
javascript.Function.属性.prototype,
javascript.Function.实例方法,
javascript.Function.实例方法.apply,
javascript.Function.实例方法.bind,
javascript.Function.实例方法.call,
javascript.Function.实例方法.isGenerator,
javascript.Function.实例方法.toString,
javascript.Boolean,
javascript.Boolean.继承,
javascript.Boolean.继承.Function,
javascript.Boolean.继承.Object,
javascript.Boolean.属性,
javascript.Boolean.属性.prototype,
javascript.Boolean.实例方法,
javascript.Boolean.实例方法.toString,
javascript.Boolean.实例方法.valueOf,
javascript.Symbol,
javascript.Symbol.继承,
javascript.Symbol.继承.Function,
javascript.Symbol.继承.Object,
javascript.Symbol.属性,
javascript.Symbol.属性.hasInstance,
javascript.Symbol.属性.isConcatSpreadable,
javascript.Symbol.属性.iterator,
javascript.Symbol.属性.match,
javascript.Symbol.属性.prototype,
javascript.Symbol.属性.replace,
javascript.Symbol.属性.search,
javascript.Symbol.属性.species,
javascript.Symbol.属性.split,
javascript.Symbol.属性.toPrimitive,
javascript.Symbol.属性.toStringTag,
javascript.Symbol.属性.unscopables,
javascript.Symbol.静态方法,
javascript.Symbol.静态方法.for,
javascript.Symbol.静态方法.keyFor,
javascript.Symbol.实例方法,
javascript.Symbol.实例方法.toString,
javascript.Symbol.实例方法.valueOf,
javascript.Error,
javascript.Error.?,
javascript.Number,
javascript.Number.继承,
javascript.Number.继承.Function,
javascript.Number.继承.Object,
javascript.Number.属性,
javascript.Number.属性.EPSILON,
javascript.Number.属性.MAX_SAFE_INTEGER,
javascript.Number.属性.MAX_VALUE,
javascript.Number.属性.MIN_SAFE_INTEGER,
javascript.Number.属性.MIN_VALUE,
javascript.Number.属性.NaN,
javascript.Number.属性.NEGATIVE_INFINITY,
javascript.Number.属性.POSITIVE_INFINITY,
javascript.Number.属性.prototype,
javascript.Number.静态方法,
javascript.Number.静态方法.isNaN,
javascript.Number.静态方法.isFinite,
javascript.Number.静态方法.isInteger,
javascript.Number.静态方法.isSafeInteger,
javascript.Number.静态方法.parseFloat,
javascript.Number.静态方法.parseInt,
javascript.Number.实例方法,
javascript.Number.实例方法.toExponential,
javascript.Number.实例方法.toFixed,
javascript.Number.实例方法.toLocaleString,
javascript.Number.实例方法.toPrecision,
javascript.Number.实例方法.toString,
javascript.Number.实例方法.valueOf,
javascript.Math,
javascript.Math.继承,
javascript.Math.继承.Object,
javascript.Math.属性,
javascript.Math.属性.E,
javascript.Math.属性.LN2,
javascript.Math.属性.LN10,
javascript.Math.属性.LOG2E,
javascript.Math.属性.LOG10E,
javascript.Math.属性.PI,
javascript.Math.属性.SQRT1_2,
javascript.Math.属性.SQRT2,
javascript.Math.静态方法,
javascript.Math.静态方法.random,
javascript.Math.静态方法.ceil,
javascript.Math.静态方法.floor,
javascript.Math.静态方法.fround,
javascript.Math.静态方法.round,
javascript.Math.静态方法.abs,
javascript.Math.静态方法.min,
javascript.Math.静态方法.max,
